part_id,part_name,category,subcategory,brand,compatible_make,compatible_model,compatible_year_start,compatible_year_end,price_usd,stock_quantity,weight_lbs,material,warranty_months,description
P00367,ACDelco Hood,Body,Hood,ACDelco,Toyota,Prius,2022,2025,553.1,218,22.5,Semi-Metallic,6,"Premium ACDelco hood engineered for Toyota Prius models, offering reliable performance and a direct OEM fit."
P00368,Gates Fog Light,Lighting,Fog Light,Gates,Hyundai,Tucson,2008,2014,361.86,96,18.3,Ceramic,6,"Premium Gates fog light engineered for Hyundai Tucson models, offering reliable performance and a direct OEM fit."
P00369,Continental Turn Signal Lamp,Lighting,Turn Signal Lamp,Continental,Volkswagen,Jetta,2021,2026,211.59,127,33.6,Copper,0,"Premium Continental turn signal lamp engineered for Volkswagen Jetta models, offering reliable performance and a direct OEM fit."
P00370,ACDelco Torque Converter,Transmission,Torque Converter,ACDelco,BMW,1 Series,2008,2010,626.38,163,13.9,Carbon Fiber Blend,36,"Carbon Fiber Blend-constructed torque converter by ACDelco, a popular upgrade choice for BMW 1 Series owners seeking improved reliability."
P00371,Timken Wiring Harness,Electrical,Wiring Harness,Timken,Volkswagen,Tiguan,2013,2015,550.2,84,25.3,Ceramic,36,"Ceramic-constructed wiring harness by Timken, a popular upgrade choice for Volkswagen Tiguan owners seeking improved reliability."
P00372,Mevotech Fog Light,Lighting,Fog Light,Mevotech,Volkswagen,Jetta,2009,2012,227.8,212,28.6,Steel,12,"Steel-constructed fog light by Mevotech, a popular upgrade choice for Volkswagen Jetta owners seeking improved reliability."
P00373,Mevotech Door Handle,Body,Door Handle,Mevotech,Honda,Civic,2022,2025,99.02,183,33.5,Copper,24,"Premium Mevotech door handle engineered for Honda Civic models, offering reliable performance and a direct OEM fit."
P00374,KYB Radiator Hose,Cooling,Radiator Hose,KYB,Chevrolet,Silverado,2022,2026,301.96,200,8.8,Ceramic,12,"Premium KYB radiator hose engineered for Chevrolet Silverado models, offering reliable performance and a direct OEM fit."
P00375,SKF Clutch Kit,Transmission,Clutch Kit,SKF,GMC,Sierra,2020,2025,431.06,244,22.8,Copper,24,"Premium SKF clutch kit engineered for GMC Sierra models, offering reliable performance and a direct OEM fit."
P00376,ACDelco Grille,Body,Grille,ACDelco,BMW,X5,2021,2026,601.51,199,41.5,Copper,6,"Copper-constructed grille by ACDelco, a popular upgrade choice for BMW X5 owners seeking improved reliability."
P00377,Moog Ball Joint,Suspension,Ball Joint,Moog,Honda,Pilot,2018,2024,574.8,129,39.7,Carbon Fiber Blend,24,"Carbon Fiber Blend-constructed ball joint by Moog, a popular upgrade choice for Honda Pilot owners seeking improved reliability."
P00378,Dorman Lug Nuts,Wheels & Tires,Lug Nuts,Dorman,Kia,Sportage,2012,2017,97.56,154,31.6,Cast Iron,60,"Cast Iron-constructed lug nuts by Dorman, a popular upgrade choice for Kia Sportage owners seeking improved reliability."
P00379,Bendix Radiator Hose,Cooling,Radiator Hose,Bendix,Jeep,Renegade,2018,2021,143.42,182,13.3,Ceramic,12,"Bendix radiator hose designed as a direct replacement for Jeep Renegade, built with Ceramic for extended durability."
P00380,Wagner Lug Nuts,Wheels & Tires,Lug Nuts,Wagner,BMW,X3,2019,2021,369.41,149,25.8,Composite,60,This Wagner lug nuts restores factory performance on BMW X3 vehicles and installs with standard tools.
P00381,Duralast Motor Oil,Filters & Fluids,Motor Oil,Duralast,Mazda,CX-9,2020,2022,77.24,97,6.8,Semi-Metallic,60,"Premium Duralast motor oil engineered for Mazda CX-9 models, offering reliable performance and a direct OEM fit."
P00382,Monroe Battery,Electrical,Battery,Monroe,Nissan,Maxima,2012,2015,451.66,75,9.4,Steel,36,"Premium Monroe battery engineered for Nissan Maxima models, offering reliable performance and a direct OEM fit."
P00383,Motorcraft Oxygen Sensor,Exhaust,Oxygen Sensor,Motorcraft,Mercedes-Benz,A-Class,2021,2024,258.27,130,35.4,Semi-Metallic,60,"Heavy-duty oxygen sensor from Motorcraft, compatible with Mercedes-Benz A-Class; tested to meet or exceed OEM specifications."
P00384,Mahle Wheel Rim,Wheels & Tires,Wheel Rim,Mahle,Kia,Sorento,2020,2024,43.48,190,11.5,Semi-Metallic,36,This Mahle wheel rim restores factory performance on Kia Sorento vehicles and installs with standard tools.
P00385,Mevotech Wiring Harness,Electrical,Wiring Harness,Mevotech,Jeep,Cherokee,2020,2026,482.34,50,35.0,Semi-Metallic,6,"Heavy-duty wiring harness from Mevotech, compatible with Jeep Cherokee; tested to meet or exceed OEM specifications."
P00386,Timken Tail Light Assembly,Lighting,Tail Light Assembly,Timken,Honda,Accord,2010,2016,250.77,109,12.8,Aluminum,12,"Timken tail light assembly designed as a direct replacement for Honda Accord, built with Aluminum for extended durability."
P00387,Dorman Coil Spring,Suspension,Coil Spring,Dorman,Toyota,RAV4,2015,2018,107.51,82,27.0,Steel,60,"Steel-constructed coil spring by Dorman, a popular upgrade choice for Toyota RAV4 owners seeking improved reliability."
P00388,Centric Power Steering Fluid,Filters & Fluids,Power Steering Fluid,Centric,Dodge,Durango,2009,2013,149.99,47,23.6,Semi-Metallic,36,"Centric power steering fluid designed as a direct replacement for Dodge Durango, built with Semi-Metallic for extended durability."
P00389,Delphi Shift Solenoid,Transmission,Shift Solenoid,Delphi,Kia,Optima,2013,2016,434.19,84,16.4,Ceramic,6,"Ceramic-constructed shift solenoid by Delphi, a popular upgrade choice for Kia Optima owners seeking improved reliability."
P00390,Delphi Fender,Body,Fender,Delphi,GMC,Sierra,2009,2013,163.05,164,27.7,Copper,36,"Delphi fender designed as a direct replacement for GMC Sierra, built with Copper for extended durability."
P00391,Mahle Brake Calipers,Brakes,Brake Calipers,Mahle,Mazda,Mazda3,2014,2018,473.06,6,41.0,Semi-Metallic,12,"Semi-Metallic-constructed brake calipers by Mahle, a popular upgrade choice for Mazda Mazda3 owners seeking improved reliability."
P00392,Centric Fender,Body,Fender,Centric,Toyota,RAV4,2022,2025,338.4,242,4.6,Composite,36,"Composite-constructed fender by Centric, a popular upgrade choice for Toyota RAV4 owners seeking improved reliability."
P00393,KYB Brake Pads,Brakes,Brake Pads,KYB,Subaru,Forester,2021,2026,140.77,212,31.7,Aluminum,60,This KYB brake pads restores factory performance on Subaru Forester vehicles and installs with standard tools.
P00394,Anco Transmission Fluid,Filters & Fluids,Transmission Fluid,Anco,Subaru,Forester,2008,2013,33.28,18,2.7,Composite,12,"Composite-constructed transmission fluid by Anco, a popular upgrade choice for Subaru Forester owners seeking improved reliability."
P00395,Dorman Engine Mount,Engine,Engine Mount,Dorman,Kia,Sorento,2015,2020,211.81,99,30.4,Plastic (ABS),36,"Premium Dorman engine mount engineered for Kia Sorento models, offering reliable performance and a direct OEM fit."
P00396,Denso Motor Oil,Filters & Fluids,Motor Oil,Denso,Dodge,Charger,2019,2021,603.87,27,13.3,Composite,60,"Heavy-duty motor oil from Denso, compatible with Dodge Charger; tested to meet or exceed OEM specifications."
P00397,Duralast Floor Mats,Interior,Floor Mats,Duralast,Dodge,Journey,2014,2019,312.82,136,10.1,Steel,60,This Duralast floor mats restores factory performance on Dodge Journey vehicles and installs with standard tools.
P00398,SKF Door Handle,Body,Door Handle,SKF,Ford,Explorer,2018,2022,363.8,142,6.6,Steel,0,"Premium SKF door handle engineered for Ford Explorer models, offering reliable performance and a direct OEM fit."
P00399,Mahle Cabin Air Filter,Interior,Cabin Air Filter,Mahle,BMW,1 Series,2009,2013,488.65,231,32.7,Ceramic,6,This Mahle cabin air filter restores factory performance on BMW 1 Series vehicles and installs with standard tools.
P00400,Moog Motor Oil,Filters & Fluids,Motor Oil,Moog,Ford,Escape,2011,2017,133.55,46,30.3,Rubber,36,"Premium Moog motor oil engineered for Ford Escape models, offering reliable performance and a direct OEM fit."
P00401,SKF Fender,Body,Fender,SKF,BMW,3 Series,2012,2014,71.94,185,26.3,Rubber,12,"Heavy-duty fender from SKF, compatible with BMW 3 Series; tested to meet or exceed OEM specifications."
P00402,SKF Ball Joint,Suspension,Ball Joint,SKF,Chevrolet,Silverado,2012,2018,585.97,81,22.0,Aluminum,12,"Aluminum-constructed ball joint by SKF, a popular upgrade choice for Chevrolet Silverado owners seeking improved reliability."
P00403,Mevotech Power Steering Fluid,Filters & Fluids,Power Steering Fluid,Mevotech,Mercedes-Benz,E-Class,2017,2023,526.73,245,19.4,Composite,0,"Heavy-duty power steering fluid from Mevotech, compatible with Mercedes-Benz E-Class; tested to meet or exceed OEM specifications."
P00404,Mevotech Starter Motor,Electrical,Starter Motor,Mevotech,Jeep,Compass,2012,2016,444.6,84,39.5,Cast Iron,24,This Mevotech starter motor restores factory performance on Jeep Compass vehicles and installs with standard tools.
P00405,Centric Exhaust Manifold,Exhaust,Exhaust Manifold,Centric,BMW,3 Series,2010,2016,548.58,219,37.2,Aluminum,36,"Centric exhaust manifold designed as a direct replacement for BMW 3 Series, built with Aluminum for extended durability."
P00406,Anco Radiator,Cooling,Radiator,Anco,Honda,Civic,2021,2026,529.89,148,18.4,Steel,36,"Anco radiator designed as a direct replacement for Honda Civic, built with Steel for extended durability."
P00407,Dorman Brake Master Cylinder,Brakes,Brake Master Cylinder,Dorman,BMW,1 Series,2015,2018,260.58,228,34.8,Composite,60,"Heavy-duty brake master cylinder from Dorman, compatible with BMW 1 Series; tested to meet or exceed OEM specifications."
P00408,Wagner Sway Bar Link,Suspension,Sway Bar Link,Wagner,BMW,3 Series,2014,2018,15.78,61,38.2,Semi-Metallic,36,"Wagner sway bar link designed as a direct replacement for BMW 3 Series, built with Semi-Metallic for extended durability."
P00409,TRQ Side Mirror,Body,Side Mirror,TRQ,Ford,Escape,2017,2023,480.71,123,42.3,Cast Iron,0,"TRQ side mirror designed as a direct replacement for Ford Escape, built with Cast Iron for extended durability."
P00410,Denso Tail Light Assembly,Lighting,Tail Light Assembly,Denso,Nissan,Rogue,2011,2013,340.95,202,16.4,Ceramic,24,This Denso tail light assembly restores factory performance on Nissan Rogue vehicles and installs with standard tools.
P00411,SKF Brake Pads,Brakes,Brake Pads,SKF,Hyundai,Elantra,2019,2025,544.14,67,26.2,Rubber,36,"SKF brake pads designed as a direct replacement for Hyundai Elantra, built with Rubber for extended durability."
P00412,NGK Torque Converter,Transmission,Torque Converter,NGK,Mercedes-Benz,C-Class,2016,2020,632.47,57,23.4,Plastic (ABS),12,"Heavy-duty torque converter from NGK, compatible with Mercedes-Benz C-Class; tested to meet or exceed OEM specifications."
P00413,Valeo Turn Signal Lamp,Lighting,Turn Signal Lamp,Valeo,Toyota,Tacoma,2022,2025,115.14,19,23.3,Copper,12,"Valeo turn signal lamp designed as a direct replacement for Toyota Tacoma, built with Copper for extended durability."
P00414,Monroe Strut Assembly,Suspension,Strut Assembly,Monroe,Hyundai,Accent,2019,2021,274.76,84,32.5,Ceramic,24,This Monroe strut assembly restores factory performance on Hyundai Accent vehicles and installs with standard tools.
P00415,Continental Tail Light Assembly,Lighting,Tail Light Assembly,Continental,Ford,Fusion,2021,2026,165.18,32,25.9,Steel,6,"Continental tail light assembly designed as a direct replacement for Ford Fusion, built with Steel for extended durability."
P00416,ACDelco Motor Oil,Filters & Fluids,Motor Oil,ACDelco,Mazda,Mazda6,2008,2011,600.28,132,43.1,Rubber,36,"Rubber-constructed motor oil by ACDelco, a popular upgrade choice for Mazda Mazda6 owners seeking improved reliability."
P00417,Anco Transmission Fluid,Filters & Fluids,Transmission Fluid,Anco,Jeep,Cherokee,2009,2012,397.77,120,39.1,Copper,6,"Anco transmission fluid designed as a direct replacement for Jeep Cherokee, built with Copper for extended durability."
P00418,Moog Shift Solenoid,Transmission,Shift Solenoid,Moog,Dodge,Challenger,2017,2023,116.5,175,15.6,Rubber,24,"Rubber-constructed shift solenoid by Moog, a popular upgrade choice for Dodge Challenger owners seeking improved reliability."
P00419,Gates Floor Mats,Interior,Floor Mats,Gates,Kia,Sorento,2010,2012,138.7,220,40.9,Steel,60,This Gates floor mats restores factory performance on Kia Sorento vehicles and installs with standard tools.
P00420,Motorcraft Coil Spring,Suspension,Coil Spring,Motorcraft,Ford,Focus,2022,2026,34.01,200,24.1,Carbon Fiber Blend,0,"Premium Motorcraft coil spring engineered for Ford Focus models, offering reliable performance and a direct OEM fit."
P00421,Valeo Tail Light Assembly,Lighting,Tail Light Assembly,Valeo,BMW,3 Series,2022,2026,278.65,223,2.2,Semi-Metallic,36,This Valeo tail light assembly restores factory performance on BMW 3 Series vehicles and installs with standard tools.
P00422,Mahle Ignition Coil,Electrical,Ignition Coil,Mahle,Hyundai,Accent,2020,2026,281.73,65,21.6,Aluminum,6,"Premium Mahle ignition coil engineered for Hyundai Accent models, offering reliable performance and a direct OEM fit."
P00423,Delphi Radiator Hose,Cooling,Radiator Hose,Delphi,Kia,Sportage,2011,2013,379.48,30,23.5,Steel,24,"Delphi radiator hose designed as a direct replacement for Kia Sportage, built with Steel for extended durability."
P00424,Febi Wheel Bearing Kit,Wheels & Tires,Wheel Bearing Kit,Febi,Hyundai,Elantra,2010,2015,171.57,218,24.3,Carbon Fiber Blend,36,"Heavy-duty wheel bearing kit from Febi, compatible with Hyundai Elantra; tested to meet or exceed OEM specifications."
P00425,Timken Dashboard Cover,Interior,Dashboard Cover,Timken,Kia,Forte,2014,2020,318.25,94,25.3,Semi-Metallic,24,"Heavy-duty dashboard cover from Timken, compatible with Kia Forte; tested to meet or exceed OEM specifications."
P00426,NGK Radiator Hose,Cooling,Radiator Hose,NGK,Dodge,Journey,2019,2022,488.34,114,35.3,Aluminum,6,"Premium NGK radiator hose engineered for Dodge Journey models, offering reliable performance and a direct OEM fit."
P00427,Mahle Voltage Regulator,Electrical,Voltage Regulator,Mahle,Dodge,Durango,2020,2026,455.8,180,2.6,Carbon Fiber Blend,24,"Premium Mahle voltage regulator engineered for Dodge Durango models, offering reliable performance and a direct OEM fit."
P00428,Centric Serpentine Belt,Engine,Serpentine Belt,Centric,Mazda,CX-9,2009,2011,151.14,20,27.5,Rubber,60,This Centric serpentine belt restores factory performance on Mazda CX-9 vehicles and installs with standard tools.
P00429,SKF Shift Solenoid,Transmission,Shift Solenoid,SKF,BMW,X3,2019,2025,615.19,209,8.1,Steel,24,This SKF shift solenoid restores factory performance on BMW X3 vehicles and installs with standard tools.
P00430,Timken Brake Rotors,Brakes,Brake Rotors,Timken,Mazda,CX-5,2011,2013,336.25,178,10.7,Carbon Fiber Blend,6,"Premium Timken brake rotors engineered for Mazda CX-5 models, offering reliable performance and a direct OEM fit."
P00431,SKF Catalytic Converter,Exhaust,Catalytic Converter,SKF,Toyota,Corolla,2009,2013,235.34,101,18.4,Plastic (ABS),6,"Plastic (ABS)-constructed catalytic converter by SKF, a popular upgrade choice for Toyota Corolla owners seeking improved reliability."
P00432,Denso Brake Pads,Brakes,Brake Pads,Denso,BMW,X3,2019,2025,232.12,246,36.8,Carbon Fiber Blend,6,"Carbon Fiber Blend-constructed brake pads by Denso, a popular upgrade choice for BMW X3 owners seeking improved reliability."
P00433,Mahle Ignition Coil,Electrical,Ignition Coil,Mahle,Mercedes-Benz,C-Class,2012,2015,333.49,143,3.5,Plastic (ABS),12,"Heavy-duty ignition coil from Mahle, compatible with Mercedes-Benz C-Class; tested to meet or exceed OEM specifications."
P00434,Delphi Oil Filter,Engine,Oil Filter,Delphi,GMC,Acadia,2019,2024,369.98,197,11.2,Plastic (ABS),12,This Delphi oil filter restores factory performance on GMC Acadia vehicles and installs with standard tools.
P00435,Continental Coolant,Filters & Fluids,Coolant,Continental,GMC,Sierra,2015,2017,52.29,162,35.6,Rubber,6,"Continental coolant designed as a direct replacement for GMC Sierra, built with Rubber for extended durability."
P00436,NGK Oxygen Sensor,Exhaust,Oxygen Sensor,NGK,BMW,1 Series,2008,2012,193.14,102,30.4,Ceramic,12,"Premium NGK oxygen sensor engineered for BMW 1 Series models, offering reliable performance and a direct OEM fit."
P00437,Centric Side Mirror,Body,Side Mirror,Centric,Hyundai,Tucson,2011,2017,126.15,191,30.8,Rubber,6,This Centric side mirror restores factory performance on Hyundai Tucson vehicles and installs with standard tools.
P00438,Gates Lug Nuts,Wheels & Tires,Lug Nuts,Gates,Jeep,Grand Cherokee,2021,2025,155.91,213,11.5,Ceramic,36,"Heavy-duty lug nuts from Gates, compatible with Jeep Grand Cherokee; tested to meet or exceed OEM specifications."
P00439,Motorcraft Shock Absorber,Suspension,Shock Absorber,Motorcraft,Mazda,Mazda3,2018,2023,13.24,219,24.5,Carbon Fiber Blend,0,This Motorcraft shock absorber restores factory performance on Mazda Mazda3 vehicles and installs with standard tools.
P00440,Bendix Exhaust Pipe,Exhaust,Exhaust Pipe,Bendix,Volkswagen,Atlas,2021,2025,126.21,195,41.2,Copper,12,This Bendix exhaust pipe restores factory performance on Volkswagen Atlas vehicles and installs with standard tools.
P00441,Moog Voltage Regulator,Electrical,Voltage Regulator,Moog,Toyota,Tacoma,2020,2025,611.31,8,22.8,Copper,24,"Moog voltage regulator designed as a direct replacement for Toyota Tacoma, built with Copper for extended durability."
P00442,Mevotech Headlight Assembly,Lighting,Headlight Assembly,Mevotech,BMW,X5,2013,2015,441.09,97,26.3,Steel,12,"Heavy-duty headlight assembly from Mevotech, compatible with BMW X5; tested to meet or exceed OEM specifications."
P00443,Monroe Dashboard Cover,Interior,Dashboard Cover,Monroe,BMW,X3,2011,2015,623.41,87,16.7,Copper,24,This Monroe dashboard cover restores factory performance on BMW X3 vehicles and installs with standard tools.
P00444,Mevotech Ignition Coil,Electrical,Ignition Coil,Mevotech,Dodge,Durango,2013,2018,297.91,146,6.2,Rubber,36,"Mevotech ignition coil designed as a direct replacement for Dodge Durango, built with Rubber for extended durability."
P00445,Gates Oil Filter,Engine,Oil Filter,Gates,BMW,X5,2021,2026,102.48,245,33.3,Ceramic,24,"Premium Gates oil filter engineered for BMW X5 models, offering reliable performance and a direct OEM fit."
P00446,Centric Sway Bar Link,Suspension,Sway Bar Link,Centric,Ford,Edge,2018,2024,470.87,201,22.1,Semi-Metallic,12,"Semi-Metallic-constructed sway bar link by Centric, a popular upgrade choice for Ford Edge owners seeking improved reliability."
P00447,Mahle Floor Mats,Interior,Floor Mats,Mahle,Honda,Fit,2010,2012,530.65,121,37.8,Ceramic,0,This Mahle floor mats restores factory performance on Honda Fit vehicles and installs with standard tools.
P00448,Dorman Wheel Bearing Kit,Wheels & Tires,Wheel Bearing Kit,Dorman,Hyundai,Tucson,2016,2022,229.58,105,5.7,Rubber,60,"Rubber-constructed wheel bearing kit by Dorman, a popular upgrade choice for Hyundai Tucson owners seeking improved reliability."
P00449,Continental Voltage Regulator,Electrical,Voltage Regulator,Continental,Subaru,Crosstrek,2010,2014,217.37,130,22.1,Composite,60,This Continental voltage regulator restores factory performance on Subaru Crosstrek vehicles and installs with standard tools.
P00450,Valeo Fuel Pump,Engine,Fuel Pump,Valeo,Nissan,Pathfinder,2018,2021,419.6,237,15.4,Cast Iron,60,"Cast Iron-constructed fuel pump by Valeo, a popular upgrade choice for Nissan Pathfinder owners seeking improved reliability."
P00451,Denso Steering Wheel Cover,Interior,Steering Wheel Cover,Denso,Honda,Accord,2013,2016,212.11,74,32.1,Composite,36,This Denso steering wheel cover restores factory performance on Honda Accord vehicles and installs with standard tools.
P00452,NGK Cooling Fan,Cooling,Cooling Fan,NGK,Jeep,Renegade,2016,2021,116.24,218,1.3,Plastic (ABS),60,"NGK cooling fan designed as a direct replacement for Jeep Renegade, built with Plastic (ABS) for extended durability."
P00453,Anco Power Steering Fluid,Filters & Fluids,Power Steering Fluid,Anco,Jeep,Wrangler,2011,2014,75.02,16,42.2,Plastic (ABS),24,"Plastic (ABS)-constructed power steering fluid by Anco, a popular upgrade choice for Jeep Wrangler owners seeking improved reliability."
P00454,Mahle Brake Pads,Brakes,Brake Pads,Mahle,BMW,3 Series,2009,2013,108.52,167,41.9,Carbon Fiber Blend,24,"Heavy-duty brake pads from Mahle, compatible with BMW 3 Series; tested to meet or exceed OEM specifications."
P00455,Anco Starter Motor,Electrical,Starter Motor,Anco,Nissan,Pathfinder,2018,2021,346.63,43,1.6,Cast Iron,60,"Heavy-duty starter motor from Anco, compatible with Nissan Pathfinder; tested to meet or exceed OEM specifications."
P00456,TRQ Oxygen Sensor,Exhaust,Oxygen Sensor,TRQ,GMC,Acadia,2016,2021,630.47,178,24.4,Cast Iron,36,"Cast Iron-constructed oxygen sensor by TRQ, a popular upgrade choice for GMC Acadia owners seeking improved reliability."
P00457,Febi LED Bulb Kit,Lighting,LED Bulb Kit,Febi,BMW,1 Series,2012,2016,354.92,206,4.3,Copper,12,"Heavy-duty led bulb kit from Febi, compatible with BMW 1 Series; tested to meet or exceed OEM specifications."
P00458,Moog CV Axle,Transmission,CV Axle,Moog,Nissan,Altima,2008,2014,229.42,120,24.2,Cast Iron,60,This Moog cv axle restores factory performance on Nissan Altima vehicles and installs with standard tools.
P00459,Bosch Fog Light,Lighting,Fog Light,Bosch,Dodge,Journey,2020,2024,157.2,1,24.8,Carbon Fiber Blend,6,This Bosch fog light restores factory performance on Dodge Journey vehicles and installs with standard tools.
P00460,Mahle Fender,Body,Fender,Mahle,Chevrolet,Malibu,2019,2024,150.39,20,19.2,Plastic (ABS),6,"Plastic (ABS)-constructed fender by Mahle, a popular upgrade choice for Chevrolet Malibu owners seeking improved reliability."
P00461,Duralast Dashboard Cover,Interior,Dashboard Cover,Duralast,Subaru,Crosstrek,2020,2024,129.5,17,8.5,Plastic (ABS),12,"Premium Duralast dashboard cover engineered for Subaru Crosstrek models, offering reliable performance and a direct OEM fit."
P00462,Valeo Coolant,Filters & Fluids,Coolant,Valeo,Volkswagen,Tiguan,2019,2025,129.36,4,7.1,Copper,36,"Premium Valeo coolant engineered for Volkswagen Tiguan models, offering reliable performance and a direct OEM fit."
P00463,Duralast Shock Absorber,Suspension,Shock Absorber,Duralast,Nissan,Sentra,2019,2024,158.22,38,1.0,Steel,6,"Heavy-duty shock absorber from Duralast, compatible with Nissan Sentra; tested to meet or exceed OEM specifications."
P00464,Centric CV Axle,Transmission,CV Axle,Centric,Hyundai,Santa Fe,2019,2021,60.41,192,42.8,Composite,0,"Heavy-duty cv axle from Centric, compatible with Hyundai Santa Fe; tested to meet or exceed OEM specifications."
P00465,Delphi Clutch Kit,Transmission,Clutch Kit,Delphi,Volkswagen,Passat,2011,2015,539.9,31,43.9,Plastic (ABS),60,"Delphi clutch kit designed as a direct replacement for Volkswagen Passat, built with Plastic (ABS) for extended durability."
P00466,Gates Torque Converter,Transmission,Torque Converter,Gates,Jeep,Wrangler,2011,2016,343.04,53,21.4,Aluminum,60,"Heavy-duty torque converter from Gates, compatible with Jeep Wrangler; tested to meet or exceed OEM specifications."
P00467,SKF Catalytic Converter,Exhaust,Catalytic Converter,SKF,Jeep,Wrangler,2019,2025,87.28,123,28.8,Semi-Metallic,6,"Heavy-duty catalytic converter from SKF, compatible with Jeep Wrangler; tested to meet or exceed OEM specifications."
P00468,Motorcraft Brake Rotors,Brakes,Brake Rotors,Motorcraft,Chevrolet,Impala,2014,2018,116.27,70,26.4,Steel,24,"Motorcraft brake rotors designed as a direct replacement for Chevrolet Impala, built with Steel for extended durability."
P00469,Continental Brake Pads,Brakes,Brake Pads,Continental,Dodge,Journey,2019,2025,247.06,22,11.4,Cast Iron,24,"Premium Continental brake pads engineered for Dodge Journey models, offering reliable performance and a direct OEM fit."
P00470,Bendix Motor Oil,Filters & Fluids,Motor Oil,Bendix,Mazda,Mazda3,2008,2012,458.54,202,5.1,Cast Iron,24,"Bendix motor oil designed as a direct replacement for Mazda Mazda3, built with Cast Iron for extended durability."
P00471,SKF Exhaust Pipe,Exhaust,Exhaust Pipe,SKF,Dodge,Durango,2020,2025,22.68,96,16.3,Ceramic,6,"Heavy-duty exhaust pipe from SKF, compatible with Dodge Durango; tested to meet or exceed OEM specifications."
P00472,Mevotech Brake Lines,Brakes,Brake Lines,Mevotech,Volkswagen,Atlas,2012,2018,130.64,47,24.6,Copper,12,This Mevotech brake lines restores factory performance on Volkswagen Atlas vehicles and installs with standard tools.
P00473,Delphi Radiator Hose,Cooling,Radiator Hose,Delphi,Ford,F-150,2016,2019,198.52,67,24.5,Copper,24,"Premium Delphi radiator hose engineered for Ford F-150 models, offering reliable performance and a direct OEM fit."
P00474,Mahle Motor Oil,Filters & Fluids,Motor Oil,Mahle,Jeep,Grand Cherokee,2022,2024,558.22,198,28.0,Carbon Fiber Blend,12,"Premium Mahle motor oil engineered for Jeep Grand Cherokee models, offering reliable performance and a direct OEM fit."
P00475,Mahle Motor Oil,Filters & Fluids,Motor Oil,Mahle,Chevrolet,Cruze,2018,2023,107.79,72,14.7,Semi-Metallic,60,"Heavy-duty motor oil from Mahle, compatible with Chevrolet Cruze; tested to meet or exceed OEM specifications."
P00476,Wagner Timing Belt,Engine,Timing Belt,Wagner,Subaru,Outback,2008,2011,568.9,51,5.1,Cast Iron,6,"Premium Wagner timing belt engineered for Subaru Outback models, offering reliable performance and a direct OEM fit."
P00477,SKF Brake Master Cylinder,Brakes,Brake Master Cylinder,SKF,GMC,Yukon,2018,2023,408.96,151,11.7,Semi-Metallic,12,"SKF brake master cylinder designed as a direct replacement for GMC Yukon, built with Semi-Metallic for extended durability."
P00478,Bosch Floor Mats,Interior,Floor Mats,Bosch,Mazda,Mazda6,2018,2023,309.02,163,3.0,Aluminum,36,This Bosch floor mats restores factory performance on Mazda Mazda6 vehicles and installs with standard tools.
P00479,Valeo Muffler,Exhaust,Muffler,Valeo,Nissan,Frontier,2008,2010,58.95,55,43.2,Rubber,0,"Premium Valeo muffler engineered for Nissan Frontier models, offering reliable performance and a direct OEM fit."
P00480,Delphi Lug Nuts,Wheels & Tires,Lug Nuts,Delphi,Kia,Forte,2011,2017,374.38,242,8.3,Ceramic,60,"Ceramic-constructed lug nuts by Delphi, a popular upgrade choice for Kia Forte owners seeking improved reliability."
P00481,SKF Clutch Kit,Transmission,Clutch Kit,SKF,Mercedes-Benz,GLC,2018,2023,574.88,42,35.7,Plastic (ABS),36,This SKF clutch kit restores factory performance on Mercedes-Benz GLC vehicles and installs with standard tools.
P00482,Timken Door Handle,Body,Door Handle,Timken,Ford,Mustang,2017,2022,587.48,140,44.6,Composite,12,"Heavy-duty door handle from Timken, compatible with Ford Mustang; tested to meet or exceed OEM specifications."
P00483,Anco Torque Converter,Transmission,Torque Converter,Anco,Hyundai,Accent,2011,2017,146.12,196,24.9,Semi-Metallic,60,"Heavy-duty torque converter from Anco, compatible with Hyundai Accent; tested to meet or exceed OEM specifications."
P00484,TRQ Oxygen Sensor,Exhaust,Oxygen Sensor,TRQ,Kia,Optima,2019,2021,390.87,132,6.3,Rubber,12,"Premium TRQ oxygen sensor engineered for Kia Optima models, offering reliable performance and a direct OEM fit."
P00485,KYB Water Pump,Cooling,Water Pump,KYB,GMC,Acadia,2008,2012,336.72,146,41.7,Semi-Metallic,6,"Premium KYB water pump engineered for GMC Acadia models, offering reliable performance and a direct OEM fit."
P00486,NGK Brake Lines,Brakes,Brake Lines,NGK,Ford,Escape,2012,2016,169.15,65,36.6,Carbon Fiber Blend,0,"Carbon Fiber Blend-constructed brake lines by NGK, a popular upgrade choice for Ford Escape owners seeking improved reliability."
P00487,KYB Shift Solenoid,Transmission,Shift Solenoid,KYB,Jeep,Wrangler,2019,2023,119.82,211,40.5,Copper,60,"Copper-constructed shift solenoid by KYB, a popular upgrade choice for Jeep Wrangler owners seeking improved reliability."
P00488,ACDelco Oil Filter,Engine,Oil Filter,ACDelco,Jeep,Renegade,2014,2016,599.91,85,15.9,Steel,24,This ACDelco oil filter restores factory performance on Jeep Renegade vehicles and installs with standard tools.
